TF	target	score
CTCF	TPGS2	1
CTCF	LZTR1	1
CTCF	PRODH	1
CTCF	ETF1	1
CTCF	MEST	1
CTCF	MYOZ1	1
CTCF	SNORA64	1
CTCF	GFAP	1
CTCF	RBM17	1
CTCF	PIK3CA	1
CTCF	PAFAH2	1
CTCF	ORC1	1
CTCF	HAUS7	1
CTCF	SNORA44	1
CTCF	RSL24D1	1
CTCF	PHKG1	1
CTCF	CENPO	1
CTCF	ETHE1	1
CTCF	MMP14	1
CTCF	SOX9	1
CTCF	MOB3B	1
CTCF	IPO9	1
CTCF	THBS1	1
CTCF	PNPLA3	1
CTCF	SAAL1	1
CTCF	APITD1	1
CTCF	DNM1L	1
CTCF	POLR2J	1
CTCF	TTYH1	1
CTCF	LETM1	1
CTCF	PLCL2	1
CTCF	C18orf8	1
CTCF	IFT46	1
CTCF	STX1B	1
CTCF	RPRM	1
CTCF	LYPD6	1
CTCF	SLC9A3R1	1
CTCF	C2orf50	1
CTCF	PDE5A	1
CTCF	RARRES1	1
CTCF	C15orf27	1
CTCF	FEN1	1
CTCF	CHST15	1
CTCF	ELL	1
CTCF	MIR3190	1
CTCF	MCOLN2	1
CTCF	MIR4530	1
CTCF	MAP4K2	1
CTCF	S100A13	1
CTCF	CSDE1	1
CTCF	LPAR1	1
CTCF	MRPS28	1
CTCF	ANG	1
CTCF	HSPB11	1
CTCF	NPRL2	1
CTCF	MIR3130-1	1
CTCF	CSNK2A2	1
CTCF	SCAP	1
CTCF	NUP88	1
CTCF	MIR661	1
CTCF	ASF1A	1
CTCF	EGR1	1
CTCF	CSK	1
CTCF	CDS2	1
CTCF	SLC27A4	1
CTCF	C1QBP	1
CTCF	MBD5	1
CTCF	AP4B1	1
CTCF	ZNF844	1
CTCF	SLC34A3	1
CTCF	ARHGEF16	1
CTCF	ATXN3	1
CTCF	TUSC5	1
CTCF	CCDC42	1
CTCF	GLTPD2	1
CTCF	RRP1	1
CTCF	PREP	1
CTCF	FAM46A	1
CTCF	PARP1	1
CTCF	PLXNA1	1
CTCF	MEPCE	1
CTCF	TENC1	1
CTCF	MIR4443	1
CTCF	PSD3	1
CTCF	EPHA6	1
CTCF	CPT1C	1
CTCF	SUSD2	1
CTCF	RECQL4	1
CTCF	THBS3	1
CTCF	YKT6	1
CTCF	EYA3	1
CTCF	MIEN1	1
CTCF	C1orf52	1
CTCF	BOD1	1
CTCF	ARL4D	1
CTCF	PLEKHA6	1
CTCF	HOXA7	1
CTCF	TOE1	1
CTCF	CEP135	1
CTCF	HAPLN2	1
CTCF	CDKN2AIPNL	1
CTCF	KCTD15	1
CTCF	DUSP1	1
CTCF	TGFA	1
CTCF	TRIM14	1
CTCF	OR2L13	1
CTCF	PHC1	1
CTCF	CD2BP2	1
CTCF	MYO9A	1
CTCF	NUDT15	1
CTCF	SLIRP	1
CTCF	C19orf26	1
CTCF	MIR3197	1
CTCF	FADS1	1
CTCF	TNNI2	1
CTCF	RAB21	1
CTCF	METTL1	1
CTCF	CDK11B	1
CTCF	KIF1B	1
CTCF	GIPR	1
CTCF	SOCS7	1
CTCF	MUC5B	1
CTCF	LCTL	1
CTCF	MIR567	1
CTCF	CHST7	1
CTCF	AP3M2	1
CTCF	PRPF18	1
CTCF	TMEM161A	1
CTCF	SORCS2	1
CTCF	STARD7	1
CTCF	TTL	1
CTCF	TCTEX1D1	1
CTCF	TMEM201	1
CTCF	OTUD3	1
CTCF	ALDH7A1	1
CTCF	WFDC3	1
CTCF	BCL11B	1
CTCF	CAPN8	1
CTCF	TINF2	1
CTCF	ALDH5A1	1
CTCF	LYL1	1
CTCF	EFNA4	1
CTCF	ADAP1	1
CTCF	SNORD1A	1
CTCF	ENC1	1
CTCF	EXT2	1
CTCF	TMEM167B	1
CTCF	CDH23	1
CTCF	WDR73	1
CTCF	WIPF2	1
CTCF	CDK3	1
CTCF	AKTIP	1
CTCF	POU2F3	1
CTCF	DNAJC22	1
CTCF	HIST4H4	1
CTCF	NDST2	1
CTCF	SFRP4	1
CTCF	SAT1	1
CTCF	PRCD	1
CTCF	RBM38	1
CTCF	PCSK5	1
CTCF	DNAJC11	1
CTCF	GLUL	1
CTCF	NEDD4L	1
CTCF	ASTL	1
CTCF	SNORA71D	1
CTCF	GAS2L1	1
CTCF	PFKFB2	1
CTCF	CIRBP	1
CTCF	KCNC4	1
CTCF	FLOT1	1
CTCF	POLR2J3	1
CTCF	CAB39	1
CTCF	LPGAT1	1
CTCF	MIR4783	1
CTCF	AIMP2	1
CTCF	OIP5	1
CTCF	MRPS2	1
CTCF	CA2	1
CTCF	LOX	1
CTCF	ABTB2	1
CTCF	SNRNP70	1
CTCF	TMEM116	1
CTCF	MESDC1	1
CTCF	PARP6	1
CTCF	B3GNT9	1
CTCF	MAPKAPK3	1
CTCF	MIR3188	1
CTCF	USF2	1
CTCF	SNORD93	1
CTCF	MIR148B	1
CTCF	ADORA2B	1
CTCF	TPRG1L	1
CTCF	NCS1	1
CTCF	ELAC2	1
CTCF	CRB3	1
CTCF	AVIL	1
CTCF	C9orf117	1
CTCF	SH3KBP1	1
CTCF	AMOTL2	1
CTCF	ARHGAP23	1
CTCF	SLC7A8	1
CTCF	C1orf174	1
CTCF	MXRA7	1
CTCF	HMG20A	1
CTCF	WRNIP1	1
CTCF	PRR5	1
CTCF	LOH12CR2	1
CTCF	ULBP3	1
CTCF	SLC38A9	1
CTCF	CDK14	1
CTCF	PRPF4	1
CTCF	INPP1	1
CTCF	CCDC88C	1
CTCF	CSNK2B	1
CTCF	MSL3	1
CTCF	CTDSPL2	1
CTCF	PTPRU	1
CTCF	MRPL11	1
CTCF	ARMC10	1
CTCF	C7orf26	1
CTCF	RGS20	1
CTCF	BTBD17	1
CTCF	CHST11	1
CTCF	AFMID	1
CTCF	GFI1B	1
CTCF	SYNJ2	1
CTCF	DIAPH1	1
CTCF	ECI1	1
CTCF	PFN3	1
CTCF	MATN1	1
CTCF	RNF152	1
CTCF	CBLN3	1
CTCF	PLEKHA5	1
CTCF	GUCY1B3	1
CTCF	PMPCA	1
CTCF	PLEKHG5	1
CTCF	CERS5	1
CTCF	PSRC1	1
CTCF	TM7SF2	1
CTCF	ELN	1
CTCF	TTLL1	1
CTCF	DOC2GP	1
CTCF	TTC39B	1
CTCF	SLC38A3	1
CTCF	LHFP	1
CTCF	CD79A	1
CTCF	RING1	1
CTCF	C17orf97	1
CTCF	ABHD5	1
CTCF	ARL2-SNX15	1
CTCF	RABGGTA	1
CTCF	MIR193B	1
CTCF	PPM1N	1
CTCF	ACVR1C	1
CTCF	SMAD3	1
CTCF	GRIN2C	1
CTCF	C10orf54	1
CTCF	ACBD7	1
CTCF	CISH	1
CTCF	EFNB1	1
CTCF	PLEKHG4	1
CTCF	NMT2	1
CTCF	PRSS27	1
CTCF	ETNK2	1
CTCF	GPSM3	1
CTCF	RBPJL	1
CTCF	CNPPD1	1
CTCF	MEG3	1
CTCF	LYNX1	1
CTCF	APLF	1
CTCF	GABPB2	1
CTCF	DCUN1D4	1
CTCF	PLEKHG2	1
CTCF	SLC52A2	1
CTCF	GSDMA	1
CTCF	EMD	1
CTCF	IL6	1
CTCF	IL17D	1
CTCF	MYBL1	1
CTCF	IRF2BP2	1
CTCF	MYO18A	1
CTCF	FNDC3B	1
CTCF	DUSP28	1
CTCF	C5orf22	1
CTCF	RGS3	1
CTCF	C1QTNF1	1
CTCF	DTD1	1
CTCF	DLL3	1
CTCF	MIR4478	1
CTCF	MLXIPL	1
CTCF	IPO13	1
CTCF	MPZL1	1
CTCF	RNASEH2B-AS1	1
CTCF	UHRF1BP1	1
CTCF	DACT3	1
CTCF	MIR4648	1
CTCF	AASDHPPT	1
CTCF	HOXA10	1
CTCF	SEC13	1
CTCF	SLC39A13	1
CTCF	HCN2	1
CTCF	LRRC49	1
CTCF	CCDC37	1
CTCF	USP6NL	1
CTCF	FGF11	1
CTCF	FAM131C	1
CTCF	SFXN3	1
CTCF	APOC3	1
CTCF	CDA	1
CTCF	APBB2	1
CTCF	RAB36	1
CTCF	ADAMTSL5	1
CTCF	FUNDC1	1
CTCF	FAM50B	1
CTCF	FAM199X	1
CTCF	AKR1B1	1
CTCF	C20orf203	1
CTCF	PRPF6	1
CTCF	HES4	1
CTCF	NEO1	1
CTCF	EPM2AIP1	1
CTCF	NOL9	1
CTCF	AMZ1	1
CTCF	CHSY1	1
CTCF	CAGE1	1
CTCF	ST5	1
CTCF	MFSD3	1
CTCF	RCAN2	1
CTCF	TNK2	1
CTCF	SNX7	1
CTCF	STK17A	1
CTCF	ANKRD13B	1
CTCF	UBE3D	1
CTCF	C15orf48	1
CTCF	TRNP1	1
CTCF	TP53BP1	1
CTCF	MYL6	1
CTCF	BRD2	1
CTCF	RFFL	1
CTCF	DAD1	1
CTCF	PRKAG1	1
CTCF	ZNF491	1
CTCF	TTC9B	1
CTCF	BBC3	1
CTCF	RAB3IP	1
CTCF	GGA1	1
CTCF	IL27	1
CTCF	RNF224	1
CTCF	ZNF786	1
CTCF	DYNC1H1	1
CTCF	SHC4	1
CTCF	MIR1538	1
CTCF	METTL2A	1
CTCF	BRWD3	1
CTCF	DENND2C	1
CTCF	CTU1	1
CTCF	TMEM53	1
CTCF	MIR638	1
CTCF	APC2	1
CTCF	KIAA0232	1
CTCF	LZTS2	1
CTCF	ARHGDIA	1
CTCF	SORBS3	1
CTCF	CENPB	1
CTCF	PFKFB3	1
CTCF	FLVCR2	1
CTCF	CCHCR1	1
CTCF	PIGO	1
CTCF	NYAP1	1
CTCF	ADAMTS6	1
CTCF	RPGR	1
CTCF	RUFY4	1
CTCF	CCDC24	1
CTCF	TSTA3	1
CTCF	KHSRP	1
CTCF	STAG2	1
CTCF	CXCL2	1
CTCF	SLC43A2	1
CTCF	GALNT4	1
CTCF	GPR132	1
CTCF	SPAG17	1
CTCF	SH3RF3	1
CTCF	CACNB3	1
CTCF	CENPM	1
CTCF	SEMA5B	1
CTCF	HDGFRP3	1
CTCF	LCAT	1
CTCF	BTBD7	1
CTCF	DHX8	1
CTCF	PPIL4	1
CTCF	EFCAB2	1
CTCF	TMED2	1
CTCF	TSC22D3	1
CTCF	AURKAIP1	1
CTCF	DHX16	1
CTCF	ZNF274	1
CTCF	PTPRF	1
CTCF	CHRNE	1
CTCF	UBAC1	1
CTCF	SIRT6	1
CTCF	MIR4646	1
CTCF	YTHDF2	1
CTCF	ACVR1	1
CTCF	LPCAT3	1
CTCF	LRP10	1
CTCF	PDCD2	1
CTCF	TMEM141	1
CTCF	H2AFV	1
CTCF	TPM4	1
CTCF	P4HTM	1
CTCF	FCN3	1
CTCF	OLFML2B	1
CTCF	SLC6A8	1
CTCF	MGC16275	1
CTCF	DCTN1	1
CTCF	MEGF6	1
CTCF	YBX2	1
CTCF	ATP5I	1
CTCF	TLR3	1
CTCF	RAD52	1
CTCF	NOL11	1
CTCF	CRIP2	1
CTCF	NES	1
CTCF	ZDHHC8P1	1
CTCF	MIR4647	1
CTCF	DDX31	1
CTCF	ESYT1	1
CTCF	MPV17L2	1
CTCF	EPHA10	1
CTCF	ADRM1	1
CTCF	GUSBP1	1
CTCF	CHCHD6	1
CTCF	FBXO7	1
CTCF	MZT2B	1
CTCF	AK3	1
CTCF	TSC22D4	1
CTCF	NPR2	1
CTCF	ZNHIT2	1
CTCF	VSX1	1
CTCF	RBM12	1
CTCF	GRM8	1
CTCF	ARL4C	1
CTCF	VPS4A	1
CTCF	SNHG12	1
CTCF	ERCC4	1
CTCF	KCTD12	1
CTCF	RHOC	1
CTCF	SEC24B	1
CTCF	PXDNL	1
CTCF	FAM69A	1
CTCF	UQCRC2	1
CTCF	DAAM1	1
CTCF	CRYZ	1
CTCF	PDXDC1	1
CTCF	SMEK2	1
CTCF	DTL	1
CTCF	SYT7	1
CTCF	GUCY2D	1
CTCF	EPO	1
CTCF	ATP6V0C	1
CTCF	MAPKBP1	1
CTCF	TST	1
CTCF	SLC5A5	1
CTCF	RPL23A	1
CTCF	FOXH1	1
CTCF	RORC	1
CTCF	HSP90AA1	1
CTCF	IWS1	1
CTCF	EPHB6	1
CTCF	CD164	1
CTCF	TMEM216	1
CTCF	CYSTM1	1
CTCF	WDR83OS	1
CTCF	RPS5	1
CTCF	SYNM	1
CTCF	HIPK1	1
CTCF	C1orf35	1
CTCF	CREB3L1	1
CTCF	LFNG	1
CTCF	EDN2	1
CTCF	GHR	1
CTCF	SCNN1A	1
CTCF	C6orf195	1
CTCF	SNRPC	1
CTCF	PRPSAP1	1
CTCF	EPHB2	1
CTCF	APP	1
CTCF	JARID2	1
CTCF	OPA3	1
CTCF	SLC25A44	1
CTCF	COL16A1	1
CTCF	SLCO2B1	1
CTCF	TSC22D2	1
CTCF	STAT4	1
CTCF	DNAJC4	1
CTCF	TSPAN9	1
CTCF	DDAH1	1
CTCF	PRKAG2	1
CTCF	ZNF639	1
CTCF	MIR5188	1
CTCF	PCK2	1
CTCF	SNORA16A	1
CTCF	IL1R2	1
CTCF	MC5R	1
CTCF	PSD	1
CTCF	SFN	1
CTCF	TP53	1
CTCF	TRAF7	1
CTCF	GNPDA1	1
CTCF	EFNB2	1
CTCF	DHPS	1
CTCF	SPATA25	1
CTCF	CATSPER4	1
CTCF	SEPHS1	1
CTCF	RHOF	1
CTCF	COG2	1
CTCF	DMPK	1
CTCF	SIGLEC1	1
CTCF	APITD1-CORT	1
CTCF	B4GALT2	1
CTCF	IFI35	1
CTCF	BCL2	1
CTCF	TSKU	1
CTCF	RNF7	1
CTCF	FAM129B	1
CTCF	SNAI2	1
CTCF	SGMS1	1
CTCF	SYNGAP1	1
CTCF	DNM2	1
CTCF	PEX10	1
CTCF	AIM1	1
CTCF	ARMC5	1
CTCF	SCGB1C1	1
CTCF	AZI2	1
CTCF	CRBN	1
CTCF	NUDT22	1
CTCF	HMSD	1
CTCF	ATXN1	1
CTCF	PTGES2	1
CTCF	MIR4292	1
CTCF	STARD10	1
CTCF	EPHA5	1
CTCF	CACNA1S	1
CTCF	TK1	1
CTCF	PPP2CB	1
CTCF	MAPK13	1
CTCF	ZNF763	1
CTCF	MCF2L	1
CTCF	MATN4	1
CTCF	EME2	1
CTCF	VILL	1
CTCF	ABR	1
CTCF	C1RL	1
CTCF	CAMTA2	1
CTCF	UBTD2	1
CTCF	MGARP	1
CTCF	CDCA5	1
CTCF	PTCHD2	1
CTCF	PRDM16	1
CTCF	NRN1L	1
CTCF	DIP2B	1
CTCF	PIGC	1
CTCF	APOL4	1
CTCF	POC1B-GALNT4	1
CTCF	C1orf106	1
CTCF	ASF1B	1
CTCF	BOLL	1
CTCF	DKKL1	1
CTCF	ERN1	1
CTCF	NCALD	1
CTCF	RP9P	1
CTCF	KCNAB2	1
CTCF	ZNF446	1
CTCF	SNORA12	1
CTCF	SCRT2	1
CTCF	CCNL2	1
CTCF	NAA20	1
CTCF	B4GALT1	1
CTCF	CCDC38	1
CTCF	MIR145	1
CTCF	FAM169A	1
CTCF	B4GALT3	1
CTCF	FAM160B1	1
CTCF	SLC27A5	1
CTCF	ELOVL2	1
CTCF	RAB12	1
CTCF	MYBPC3	1
CTCF	MIR17HG	1
CTCF	GIPC3	1
CTCF	SOGA1	1
CTCF	LAT	1
CTCF	FGF1	1
CTCF	GRAMD1C	1
CTCF	ANKRD11	1
CTCF	AHDC1	1
CTCF	ARG2	1
CTCF	CDKN2D	1
CTCF	RGS19	1
CTCF	SPAST	1
CTCF	BAG1	1
CTCF	EP300	1
CTCF	NSFL1C	1
CTCF	RUSC1-AS1	1
CTCF	PAFAH1B1	1
CTCF	KIF5A	1
CTCF	CCDC59	1
CTCF	SPSB4	1
CTCF	NQO2	1
CTCF	NUP85	1
CTCF	JMJD8	1
CTCF	RPLP0	1
CTCF	C1QTNF9B-AS1	1
CTCF	MIR4667	1
CTCF	BCAR3	1
CTCF	ARRDC3	1
CTCF	HOPX	1
CTCF	SNORD1B	1
CTCF	TRIM28	1
CTCF	MICAL3	1
CTCF	TTC5	1
CTCF	FAM76A	1
CTCF	ACSM1	1
CTCF	SYT17	1
CTCF	GPR3	1
CTCF	SMPD2	1
CTCF	ASAP2	1
CTCF	RHOD	1
CTCF	SLC6A6	1
CTCF	TMCC2	1
CTCF	RCOR2	1
CTCF	ATG4D	1
CTCF	PHLPP1	1
CTCF	GOLGA8B	1
CTCF	SELL	1
CTCF	GDNF	1
CTCF	RINT1	1
CTCF	SMCR5	1
CTCF	ABCA2	1
CTCF	HSPA2	1
CTCF	TTC7B	1
CTCF	LGI4	1
CTCF	LRRC48	1
CTCF	FOXJ3	1
CTCF	FAM186B	1
CTCF	UBQLN4	1
CTCF	TYRO3	1
CTCF	LRP1	1
CTCF	ZXDC	1
CTCF	CISD3	1
CTCF	KCNIP2	1
CTCF	DGKA	1
CTCF	NRARP	1
CTCF	STAU2	1
CTCF	KLHL22	1
CTCF	MADCAM1	1
CTCF	TUBA1C	1
CTCF	PHPT1	1
CTCF	GPRC5B	1
CTCF	CRLF3	1
CTCF	PSMD11	1
CTCF	FLJ38576	1
CTCF	SEMA6D	1
CTCF	CHI3L2	1
CTCF	GIGYF1	1
CTCF	PLCD3	1
CTCF	MIR3907	1
CTCF	MCM10	1
CTCF	PLXDC2	1
CTCF	PRSS21	1
CTCF	RGMB	1
CTCF	CCDC116	1
CTCF	E2F1	1
CTCF	MYO7A	1
CTCF	CSNK1G1	1
CTCF	NDUFB7	1
CTCF	ZFP36L2	1
CTCF	NIPAL3	1
CTCF	TMEM170A	1
CTCF	ECHDC2	1
CTCF	RAB26	1
CTCF	P4HB	1
CTCF	TRADD	1
CTCF	SPAG9	1
CTCF	RHOU	1
CTCF	RPSAP9	1
CTCF	TMEM65	1
CTCF	MREG	1
CTCF	SLC44A3	1
CTCF	EPB41L4B	1
CTCF	ABCA10	1
CTCF	CCS	1
CTCF	INPP5E	1
CTCF	JAK2	1
CTCF	PCDH10	1
CTCF	NMNAT1	1
CTCF	DCXR	1
CTCF	MXRA8	1
CTCF	LRRC16A	1
CTCF	PRRT1	1
CTCF	MELK	1
CTCF	UBE2E1	1
CTCF	JUP	1
CTCF	MFAP3L	1
CTCF	CCDC83	1
CTCF	GCH1	1
CTCF	TOMM5	1
CTCF	ALDH1L1-AS1	1
CTCF	PROCA1	1
CTCF	SNORD4A	1
CTCF	PSMD6	1
CTCF	NPR1	1
CTCF	MED4	1
CTCF	KIFC1	1
CTCF	ZHX1	1
CTCF	IRF3	1
CTCF	EIF3A	1
CTCF	VTA1	1
CTCF	MB	1
CTCF	GMIP	1
CTCF	FAM212A	1
CTCF	SRCIN1	1
CTCF	TMUB1	1
CTCF	GPRIN1	1
CTCF	MYOG	1
CTCF	TSPAN6	1
CTCF	C16orf86	1
CTCF	LAMC1	1
CTCF	C7orf31	1
CTCF	CALCRL	1
CTCF	PAPSS2	1
CTCF	MED13L	1
CTCF	RPL26	1
CTCF	SOCS2	1
CTCF	CD55	1
CTCF	EHD1	1
CTCF	CD3EAP	1
CTCF	GDF15	1
CTCF	VBP1	1
CTCF	ALPK1	1
CTCF	PRSS48	1
CTCF	AMN	1
CTCF	MIR4645	1
CTCF	LENEP	1
CTCF	DDX5	1
CTCF	CNTFR	1
CTCF	CIDEB	1
CTCF	EHD4	1
CTCF	METTL7B	1
CTCF	CENPN	1
CTCF	NOXA1	1
CTCF	GALE	1
CTCF	NBN	1
CTCF	ZNF706	1
CTCF	BHLHA9	1
CTCF	UBE2Q2P1	1
CTCF	PPP4R2	1
CTCF	MYO1B	1
CTCF	TTYH2	1
CTCF	FAM43A	1
CTCF	ADAM11	1
CTCF	PRPF38B	1
CTCF	SCN2A	1
CTCF	NRG1	1
CTCF	TRIM3	1
CTCF	CFTR	1
CTCF	SNX18	1
CTCF	NMB	1
CTCF	FRMD6-AS1	1
CTCF	PRSS22	1
CTCF	ELF2	1
CTCF	KLHDC2	1
CTCF	ZNF503-AS1	1
CTCF	FXYD5	1
CTCF	PITPNC1	1
CTCF	CEBPD	1
CTCF	CCDC85B	1
CTCF	ARSK	1
CTCF	YIF1A	1
CTCF	NCKAP1	1
CTCF	KRTAP5-6	1
CTCF	ALS2CL	1
CTCF	SLC25A5	1
CTCF	PCDHGA12	1
CTCF	ELF3	1
CTCF	PRRT3-AS1	1
CTCF	SLCO3A1	1
CTCF	THRA	1
CTCF	SAPCD1	1
CTCF	FRMD8	1
CTCF	KCTD18	1
CTCF	CYR61	1
CTCF	ALDH1B1	1
CTCF	SMAD7	1
CTCF	RPP14	1
CTCF	CYTH2	1
CTCF	LRRFIP1	1
CTCF	FNTB	1
CTCF	NFKBIA	1
CTCF	IGF1	1
CTCF	MIR4740	1
CTCF	GOPC	1
CTCF	ABCC5	1
CTCF	DAGLA	1
CTCF	TMEM230	1
CTCF	NFATC2	1
CTCF	FBXO34	1
CTCF	TMEM205	1
CTCF	PRDM2	1
CTCF	ATP7B	1
CTCF	FSCN1	1
CTCF	MPLKIP	1
CTCF	SUOX	1
CTCF	MTMR6	1
CTCF	HIST3H2A	1
CTCF	MPP6	1
CTCF	RIMS3	1
CTCF	RASGRF1	1
CTCF	SERINC3	1
CTCF	S100A16	1
CTCF	SNAPC2	1
CTCF	BIK	1
CTCF	DAZAP1	1
CTCF	SDK1	1
CTCF	NTSR1	1
CTCF	PRKCSH	1
CTCF	RTP3	1
CTCF	ZNF568	1
CTCF	KDM6B	1
CTCF	HS3ST1	1
CTCF	TIMM44	1
CTCF	PRKCZ	1
CTCF	CAPRIN2	1
CTCF	ANXA2R	1
CTCF	FAM57B	1
CTCF	TNNI3	1
CTCF	FAM155B	1
CTCF	GALNT11	1
CTCF	TMEM129	1
CTCF	CD6	1
CTCF	FADS3	1
CTCF	ELAVL3	1
CTCF	TIGD1	1
CTCF	MEF2B	1
CTCF	ASB8	1
CTCF	BCS1L	1
CTCF	FAM149B1	1
CTCF	NFX1	1
CTCF	COMT	1
CTCF	SDHA	1
CTCF	UBXN11	1
CTCF	GDF11	1
CTCF	HMGB1	1
CTCF	CARD9	1
CTCF	SPATA6L	1
CTCF	LSS	1
CTCF	NDE1	1
CTCF	GCLM	1
CTCF	TMEM198	1
CTCF	KHK	1
CTCF	RPS29	1
CTCF	CPNE1	1
CTCF	C17orf82	1
CTCF	LHB	1
CTCF	PARM1	1
CTCF	AARS2	1
CTCF	FBXO17	1
CTCF	GSDMB	1
CTCF	NFIB	1
CTCF	TFDP2	1
CTCF	MON1A	1
CTCF	NDUFB11	1
CTCF	RAI1	1
CTCF	MTMR3	1
CTCF	C7orf49	1
CTCF	IRF1	1
CTCF	BBS5	1
CTCF	SLC35B2	1
CTCF	MFI2-AS1	1
CTCF	C2orf48	1
CTCF	SRGAP1	1
CTCF	CTSA	1
CTCF	RASD2	1
CTCF	SH3D21	1
CTCF	VEGFA	1
CTCF	MAP1LC3C	1
CTCF	SPEG	1
CTCF	NPY1R	1
CTCF	SRRM3	1
CTCF	PPP1R3D	1
CTCF	FOXS1	1
CTCF	SRD5A3	1
CTCF	PDE2A	1
CTCF	WHSC1L1	1
CTCF	GPR56	1
CTCF	CYFIP2	1
CTCF	FUT8	1
CTCF	ZSCAN2	1
CTCF	OLFML3	1
CTCF	C17orf64	1
CTCF	EXOG	1
CTCF	ADRBK1	1
CTCF	TGM2	1
CTCF	TUBGCP2	1
CTCF	PLEKHF1	1
CTCF	FUT10	1
CTCF	CAPN5	1
CTCF	POLR3A	1
CTCF	FOXP1	1
CTCF	LMO4	1
CTCF	USP2	1
CTCF	MIR3127	1
CTCF	C17orf85	1
CTCF	BCAT2	1
CTCF	SEMA7A	1
CTCF	UNKL	1
CTCF	TGFB1I1	1
CTCF	WNT4	1
CTCF	DOPEY1	1
CTCF	RANBP10	1
CTCF	FOXA3	1
CTCF	SVIL	1
CTCF	KHDC1	1
CTCF	FLJ13224	1
CTCF	VNN2	1
CTCF	PTPN11	1
CTCF	MIR194-2	1
CTCF	INF2	1
CTCF	TIGIT	1
CTCF	ASIC4	1
CTCF	PRKD2	1
CTCF	RASAL1	1
CTCF	RAN	1
CTCF	STX3	1
CTCF	KCNH4	1
CTCF	SH3PXD2A	1
CTCF	RPL36A	1
CTCF	CCDC71L	1
CTCF	NPR3	1
CTCF	TMEM242	1
CTCF	SAMHD1	1
CTCF	LARP7	1
CTCF	MKNK1	1
CTCF	CHD9	1
CTCF	RNASEH2C	1
CTCF	ABCB10	1
CTCF	FKBP10	1
CTCF	STX2	1
CTCF	AANAT	1
CTCF	MAP2	1
CTCF	CLDN1	1
CTCF	EFHC1	1
CTCF	NPW	1
CTCF	MYLPF	1
CTCF	TPBG	1
CTCF	IPO7	1
CTCF	DUOX1	1
CTCF	DDX47	1
CTCF	SGK494	1
CTCF	CEBPA	1
CTCF	SERTAD3	1
CTCF	NUP153	1
CTCF	OBFC1	1
CTCF	MIR193A	1
CTCF	ARHGEF3	1
CTCF	RADIL	1
CTCF	RAB23	1
CTCF	TMEM74B	1
CTCF	VNN3	1
CTCF	SF3A3	1
CTCF	SARM1	1
CTCF	BRWD1-AS1	1
CTCF	RBCK1	1
CTCF	ZNF692	1
CTCF	MIR140	1
CTCF	RAB27A	1
CTCF	COL27A1	1
CTCF	ADRA2B	1
CTCF	SYMPK	1
CTCF	RASGEF1A	1
CTCF	SNORD83B	1
CTCF	PVRL1	1
CTCF	SUV420H1	1
CTCF	LAPTM5	1
CTCF	SLC9A3R2	1
CTCF	MIR4664	1
CTCF	TIPRL	1
CTCF	OPTN	1
CTCF	LINC00487	1
CTCF	LRIG1	1
CTCF	STRN4	1
CTCF	SCD	1
CTCF	AOC2	1
CTCF	WBP2	1
CTCF	ROR2	1
CTCF	USP47	1
CTCF	TARS2	1
CTCF	EXOC5	1
CTCF	NPFF	1
CTCF	TMEM100	1
CTCF	GJA4	1
CTCF	NOTCH4	1
CTCF	CFLAR	1
CTCF	TADA2B	1
CTCF	PEX7	1
CTCF	GGH	1
CTCF	MORN3	1
CTCF	NUDT8	1
CTCF	EGFEM1P	1
CTCF	RBM18	1
CTCF	CCR10	1
CTCF	POLR2A	1
CTCF	SPEF1	1
CTCF	MAVS	1
CTCF	TPT1-AS1	1
CTCF	FKBP6	1
CTCF	LRRC10B	1
CTCF	SHARPIN	1
CTCF	NPPA-AS1	1
CTCF	SPSB1	1
CTCF	RIN1	1
CTCF	ELMO1	1
CTCF	SHMT2	1
CTCF	WNT10B	1
CTCF	SEMA4A	1
CTCF	BCL6	1
CTCF	EEF2	1
CTCF	GRM4	1
CTCF	CERS2	1
CTCF	DNAH7	1
CTCF	TRIL	1
CTCF	CLPTM1L	1
CTCF	PACSIN1	1
CTCF	HSPA1B	1
CTCF	ITIH1	1
CTCF	VPS11	1
CTCF	SLC35C1	1
CTCF	BFSP1	1
CTCF	MIER1	1
CTCF	ADCY3	1
CTCF	ZBTB45	1
CTCF	TNFRSF11A	1
CTCF	PTPRK	1
CTCF	NPTN	1
CTCF	SRSF8	1
CTCF	DUSP13	1
CTCF	ZNF644	1
CTCF	LRRC41	1
CTCF	ARHGEF12	1
CTCF	SLFNL1	1
CTCF	N4BP1	1
CTCF	GLIPR1L1	1
CTCF	CLTA	1
CTCF	KRTCAP2	1
CTCF	SLC4A8	1
CTCF	TSEN54	1
CTCF	DUSP16	1
CTCF	ERMP1	1
CTCF	EPDR1	1
CTCF	ARRB2	1
CTCF	NF1	1
CTCF	CADM1	1
CTCF	MOV10L1	1
CTCF	COL14A1	1
CTCF	PIPOX	1
CTCF	SNHG7	1
CTCF	MND1	1
CTCF	SUGP1	1
CTCF	SCARNA2	1
CTCF	C4orf36	1
CTCF	SPAG1	1
CTCF	OCIAD2	1
CTCF	DIXDC1	1
CTCF	SURF2	1
CTCF	PUSL1	1
CTCF	GPHA2	1
CTCF	OSR1	1
CTCF	GDPD2	1
